Region,Product,Date,Sales,Discount%,Discount,Total
West,Dyno1,43553,9195.604122,0.010744875,98.80561646,9096.798506
South,Board2,43553,9779.77365,0.013536083,132.3798294,9647.393821
South,Dyno4,43553,9376.333564,0.094957441,890.3526379,8485.980926
North,Game7,43553,9601.953757,0.011431547,109.7651884,9492.188569
North,Dyno5,43553,9539.147256,0.017135766,163.4605992,9375.686657
East,Board4,43553,9063.736619,0.014803557,134.1755431,8929.561076
South,Game4,43553,9544.758412,0.070139366,669.4633007,8875.295111
East,Dyno2,43553,8769.518973,0.021748176,190.721046,8578.797927
East,Board1,43553,9062.693947,0.08399611,761.23104,8301.462907
East,Game1,43553,8702.567912,0.012342903,107.4149504,8595.152962
North,Game9,43553,9582.892801,0.065318561,625.9407717,8956.952029
South,Game8,43553,9748.927957,0.038154497,371.9654383,9376.962519
North,Dyno4,43553,9693.788709,0.084765104,821.6950075,8872.093701
South,Board4,43553,9555.115416,0.067463603,644.6225175,8910.492898
North,Game8,43553,9438.004049,0.052758094,497.9311076,8940.072941
North,Dyno1,43553,9937.362692,0.086151484,856.118544,9081.244148
South,Dyno2,43553,9691.583293,0.002233001,21.64131759,9669.941975
North,Board3,43553,9315.592109,0.074694782,695.8261248,8619.765984
North,Game6,43553,9321.424046,0.055104049,513.6482093,8807.775837
South,Prod T,43553,9768.520433,0.05305133,518.2330014,9250.287432
West,Board5,43553,9272.545643,0.003898019,36.14456001,9236.401083
North,Game1,43553,9414.017322,0.089605656,843.5491992,8570.468123
North,Game5,43553,9549.114397,0.04451047,425.0355705,9124.078826
South,Game4,43553,9896.317612,0.060764356,601.3433652,9294.974247
North,Board3,43553,9766.403795,0.072677937,709.8020794,9056.601716
North,Board2,43553,9745.092155,0.05613043,546.9962084,9198.095947
South,Game4,43553,9621.636871,0.011776994,113.3139596,9508.322911
North,Game3,43553,9724.968589,0.025978968,252.6446447,9472.323944
West,Game5,43553,9253.02578,0.075267236,696.4496783,8556.576102
North,Dyno2,43553,9286.646811,0.011566269,107.4118542,9179.234957
South,Game2,43553,9539.787812,0.081602269,778.4683338,8761.319478
North,Game8,43553,9561.504307,0.067325648,643.7344777,8917.769829
West,Game4,43553,9484.667212,0.071377572,676.9925142,8807.674698
South,Game7,43553,9537.942745,0.019470609,185.7095502,9352.233195
North,Board3,43553,9081.861784,0.037473648,340.3304921,8741.531292
North,Game1,43553,9465.217957,0.075080739,710.6555636,8754.562393
West,Dyno1,43553,9541.527336,0.078774613,751.6301255,8789.89721
North,Prod T,43553,9550.480751,0.021807141,208.2686815,9342.21207
South,Board1,43553,9585.42539,0.043990867,421.6711755,9163.754215
North,Prod T,43553,9380.879615,0.044599664,418.3840759,8962.495539
South,Dyno4,43553,9552.124882,0.001390508,13.28230573,9538.842576
North,Prod T,43553,9350.663034,0.070016692,654.7024977,8695.960536
North,Game8,43553,9503.218284,0.079569226,756.1637234,8747.054561
North,Board2,43553,9509.882543,0.082989517,789.220559,8720.661984
North,Dyno1,43553,9581.697587,0.000137697,1.31937502,9580.378212
North,Game3,43553,9225.580704,0.036325669,335.1253872,8890.455317
North,Dyno2,43553,9432.332512,0.044659384,421.2421627,9011.090349
North,Dyno2,43553,9471.275772,0.095849064,907.8129174,8563.462855
North,Board3,43553,9848.358038,0.066378563,653.7198528,9194.638185
North,Dyno2,43553,9847.878998,0.068184908,671.4767253,9176.402273
West,Board3,43553,9085.083275,0.095471544,867.3669307,8217.716344
North,Game7,43553,9341.313475,0.025313805,236.4641921,9104.849283
North,Board3,43553,9436.172146,0.090945576,858.1781122,8577.994034
North,Board2,43553,9725.242757,0.073614502,715.9189064,9009.323851
North,Prod T,43553,9842.321736,0.029332376,288.6986819,9553.623054
North,Game6,43553,9295.507675,0.028428639,264.2586314,9031.249044
North,Board3,43553,9675.484326,0.045547569,440.6947939,9234.789532
North,Dyno4,43553,9304.457613,0.012493108,116.2415956,9188.216017
North,Game5,43553,9241.291623,0.042718325,394.7724991,8846.519124
East,Board5,43553,8821.294643,0.01363786,120.3035836,8700.991059
North,Game1,43553,9394.334329,0.015476734,145.3936132,9248.940716
North,Dyno4,43553,9591.333775,0.057457046,551.08971,9040.244065
West,Game3,43553,9290.573627,0.085465353,794.0221539,8496.551473
East,Game6,43553,9237.227517,0.093730602,865.8108919,8371.416625
North,Board3,43553,9392.21133,0.090852377,853.3047291,8538.906601
North,Game10,43553,9726.83278,0.040622016,395.1235536,9331.709226
North,Game5,43553,9348.428109,0.080473875,752.3042312,8596.123878
East,Game9,43553,8713.9997,0.087948153,766.3801804,7947.61952
North,Board5,43553,9406.013935,0.041468626,390.0544751,9015.95946
North,Game6,43553,9491.987723,0.085418516,810.7915014,8681.196222
South,Dyno1,43553,9489.581152,0.029698431,281.8256722,9207.75548
South,Dyno4,43553,9598.379963,0.079953756,767.426533,8830.95343
West,Game4,43553,9621.046635,0.098374128,946.4620753,8674.58456
East,Game6,43553,9094.799006,0.028157641,256.0880872,8838.710919
North,Game5,43553,9282.339469,0.099798919,926.3674424,8355.972027
North,Game1,43553,9982.261101,0.003636057,36.29607208,9945.965029
South,Dyno1,43553,9908.415193,0.056309426,557.9371732,9350.47802
North,Game8,43553,9185.917512,0.035238711,323.6998903,8862.217622
North,Game10,43553,9916.655426,0.09464417,938.5536179,8978.101808
South,Game4,43553,9938.355788,0.053076162,527.4897795,9410.866009
North,Dyno5,43553,9499.577419,0.021364831,202.9568663,9296.620553
North,Game5,43553,9618.873553,0.015368933,147.8318185,9471.041735
East,Game1,43553,9067.175997,0.008730875,79.16437891,8988.011618
North,Game1,43553,9460.096683,0.056382413,533.3830776,8926.713605
North,Game3,43553,9575.283053,0.007215946,69.0947292,9506.188324
North,Game3,43553,9623.039604,0.076492848,736.0937087,8886.945895
North,Game3,43553,9480.830044,0.069650856,660.3479266,8820.482117
East,Board5,43553,8959.183307,0.048826917,437.4492997,8521.734007
South,Game4,43553,9954.937992,0.089142293,887.4059955,9067.531997
South,Game3,43553,9522.051169,0.024956976,237.6416047,9284.409564
North,Dyno1,43553,9635.796245,0.000571261,5.504556844,9630.291688
North,Prod T,43553,9500.001473,0.071782,681.929108,8818.072365
East,Game8,43553,8920.828857,0.099891594,891.1158167,8029.71304
East,Game4,43553,8894.036111,0.014277682,126.9862226,8767.049888
South,Game10,43553,9851.024766,0.058687492,578.1319407,9272.892825
North,Dyno5,43553,9710.763211,0.052286867,507.7453853,9203.017826
North,Game8,43553,9713.69145,0.052637429,511.3037485,9202.387702
South,Dyno2,43553,9908.098626,0.083951588,831.8006124,9076.298014
South,Dyno2,43553,10110.21584,0.073120439,739.2634185,9370.952422
North,Dyno2,43553,9541.228598,0.099635784,950.6477881,8590.58081
North,Board2,43553,9314.74689,0.042812412,398.7867845,8915.960106
North,Dyno4,43553,9327.979044,0.048618146,453.5090494,8874.469995
South,Game1,43553,9527.330348,0.079786968,760.1568042,8767.173544
South,Game6,43553,9463.775201,0.034461731,326.1380737,9137.637127
North,Game10,43553,9149.906323,0.057904816,529.8236408,8620.082682
North,Game7,43553,9206.827776,0.009616221,88.53489086,9118.292885
North,Game8,43553,9325.821311,0.096939611,904.0414903,8421.779821
North,Dyno4,43553,9498.337489,0.066924188,635.6685191,8862.66897
North,Board4,43553,9356.983442,0.077391674,724.1526131,8632.830829
North,Dyno4,43553,9272.864256,0.010490688,97.27872858,9175.585527
North,Board1,43553,9378.880845,0.071617086,671.6881205,8707.192725
North,Game7,43553,9844.299335,0.047471704,467.325664,9376.973671
South,Game9,43553,9771.520821,0.00060289,5.891149145,9765.629672
West,Game8,43553,9263.322152,0.07626997,706.5133057,8556.808846
North,Dyno4,43553,9715.972351,0.076610676,744.3472102,8971.625141
East,Board1,43553,8942.990127,0.016085134,143.8491943,8799.140933
North,Game2,43553,9523.860329,0.063931737,608.8769371,8914.983392
North,Game10,43553,9628.116423,0.079956857,769.8339243,8858.282499
North,Board5,43553,9345.236587,0.012585463,117.6141314,9227.622456
North,Game7,43553,9597.874069,0.027620776,265.1007286,9332.77334
South,Game10,43553,9581.661812,0.090144272,863.7319287,8717.929883
North,Dyno2,43553,9457.636612,0.086348511,816.6528391,8640.983773
West,Board2,43553,9223.658638,0.089923052,829.4195348,8394.239103
North,Dyno2,43553,9271.947771,0.062660059,580.9807944,8690.966977
East,Prod T,43553,8699.583026,0.007181393,62.47512867,8637.107897
North,Board3,43553,9510.532431,0.064792048,616.2068753,8894.325556
North,Game9,43553,9424.055516,0.013978131,131.7306808,9292.324835
North,Board1,43553,9599.429571,0.043492185,417.50017,9181.929401
North,Game4,43553,9190.625451,0.027739619,254.9444489,8935.681002
East,Game7,43553,8896.634048,0.082902104,737.5496852,8159.084363
North,Game2,43553,9697.395651,0.042586119,412.9744431,9284.421208
North,Prod T,43553,9590.753652,0.078617014,753.9964143,8836.757238
East,Game3,43553,8873.175758,0.094331289,837.0181077,8036.15765
East,Prod T,43553,8875.666388,0.019016923,168.7878621,8706.878526
North,Game8,43553,9413.710165,0.081948793,771.4421903,8642.267975
East,Dyno1,43553,8971.215461,0.048568463,435.7181419,8535.497319
North,Prod T,43553,9018.105473,0.02882939,259.9864789,8758.118994
West,Game3,43553,9127.406715,0.008960839,81.78922622,9045.617489
West,Game9,43553,9306.670913,0.097525083,907.6338538,8399.037059
West,Game4,43553,9456.536678,0.034736896,328.4907349,9128.045943
West,Dyno4,43553,9480.535345,0.070472907,668.1208894,8812.414456
North,Game9,43553,9365.451863,0.082849808,775.9258864,8589.525977
West,Game1,43553,9623.165354,0.088836932,854.8924886,8768.272865
East,Dyno1,43553,8852.181878,0.060441914,535.0428145,8317.139064
West,Game7,43553,9713.070834,0.010368675,100.7116772,9612.359157
South,Game5,43553,9431.873646,0.034873739,328.9246951,9102.948951
North,Dyno2,43553,10073.97398,0.012736974,128.3119459,9945.662034
North,Dyno4,43553,9341.034702,0.09184088,857.888846,8483.145856
West,Dyno4,43553,9361.290697,0.086673414,811.3750269,8549.91567
North,Dyno4,43553,9600.400138,0.043856731,421.0421682,9179.35797
North,Dyno2,43553,9304.948354,0.06259211,582.4163515,8722.532003
North,Game4,43553,9677.89337,0.048223418,466.7010926,9211.192277
North,Dyno5,43553,9749.521869,0.06141178,598.7354964,9150.786373
South,Game3,43553,9606.774512,0.015947325,153.2023519,9453.57216
South,Game3,43553,9673.573827,0.078783699,762.1199324,8911.453895
North,Board4,43553,9422.123293,0.015942061,150.2080658,9271.915227
North,Game6,43553,9499.759406,0.002017548,19.16622309,9480.593183
West,Prod T,43553,9015.182229,0.044965555,405.3726717,8609.809557
South,Board5,43553,9630.865939,0.034134823,328.7479017,9302.118037
South,Game1,43553,9530.133764,0.08681433,827.3521786,8702.781585
East,Game3,43553,8743.042984,0.009136069,79.8770452,8663.165939
North,Game5,43553,9295.967767,0.027028208,251.2533507,9044.714416
North,Prod T,43553,9405.793251,0.090372436,850.0244482,8555.768803
West,Game2,43553,9374.390097,0.010299603,96.55249601,9277.837601
South,Dyno2,43553,9558.673066,0.050331973,481.1068726,9077.566193
South,Board5,43553,9456.780426,0.015549851,147.0515286,9309.728897
North,Game1,43553,9064.63832,0.054824597,496.9651438,8567.673176
West,Board5,43553,9630.649313,0.02931617,282.3337564,9348.315557
North,Game8,43553,9457.814066,0.015618427,147.7161828,9310.097883
North,Game8,43553,9487.244042,0.003751381,35.59026897,9451.653773
East,Dyno2,43553,9042.722299,0.083552627,755.5432061,8287.179093
South,Prod T,43553,9896.863821,0.07649407,757.0513937,9139.812427
East,Game9,43553,8607.694003,0.079188082,681.6267762,7926.067227
East,Prod T,43553,8888.781834,0.061715222,548.573143,8340.208691
North,Game6,43553,9189.807502,0.039123901,359.5411183,8830.266384
East,Game1,43553,9045.602841,0.005145704,46.5459982,8999.056843
North,Game5,43553,9109.465466,0.003997401,36.41418464,9073.051281
South,Game9,43553,9195.101874,0.095849775,881.3484475,8313.753426
South,Game7,43553,9606.098545,0.035626403,342.2307396,9263.867805
North,Board2,43553,9502.41798,0.008844527,84.04438914,9418.373591
North,Game3,43553,9409.619632,0.040145087,377.7499964,9031.869636
West,Game9,43553,9254.954387,0.095247484,881.5111186,8373.443268
North,Board5,43553,9370.142111,0.012620094,118.2520699,9251.890041
South,Prod T,43553,9935.230163,0.008457487,84.02708129,9851.203082
North,Game6,43553,9376.768064,0.03966734,371.9514451,9004.816619
North,Game5,43553,9336.964248,0.064572986,602.9156596,8734.048588
North,Board5,43553,9599.978235,0.059876749,574.8154826,9025.162752
West,Game9,43553,9207.023287,0.008798798,81.01073938,9126.012548
South,Game3,43553,9515.062343,0.030473563,289.9578511,9225.104492
South,Game10,43553,9530.200717,0.0735254,700.7118186,8829.488898
North,Board3,43553,9235.092791,0.008556033,79.0157616,9156.077029
East,Dyno1,43553,9055.163769,0.045887816,415.5216925,8639.642077
North,Game9,43553,9575.59235,0.065746023,629.557115,8946.035235
North,Game9,43553,9515.68213,0.075617997,719.5568182,8796.125312
West,Game5,43553,9417.708864,0.039000561,367.2959301,9050.412934
North,Dyno2,43553,9798.967407,0.036877201,361.3584951,9437.608912
East,Game7,43553,8685.419322,0.090316738,784.4387415,7900.98058
West,Board1,43553,9544.984787,0.064157433,612.3817206,8932.603066
South,Dyno1,43553,9698.276509,0.041646632,403.9005528,9294.375956
North,Game10,43553,9162.063741,0.062911861,576.4024831,8585.661258
North,Board2,43553,9676.801473,0.039780786,384.9507703,9291.850703
North,Board2,43553,9454.729732,0.007274981,68.78297614,9385.946756
North,Dyno1,43553,9790.77602,0.085125021,833.4400162,8957.336004
East,Game7,43553,9175.846023,0.049398469,453.2727465,8722.573276
North,Game6,43553,9521.289041,0.075755833,721.2931826,8799.995858
South,Game5,43553,9634.516868,0.061252758,590.1407263,9044.376142
North,Board3,43553,9261.829819,0.02027596,187.7924899,9074.037329
South,Board2,43553,10285.41686,0.060477154,622.0327399,9663.38412
West,Game8,43553,9185.420528,0.059411303,545.7178049,8639.702723
South,Board3,43553,9374.700283,0.092454806,866.7360957,8507.964187
North,Game1,43553,9358.835422,0.05810098,543.7575134,8815.077909
North,Board4,43553,9510.572355,0.088288679,839.6758702,8670.896485
North,Dyno4,43553,9573.109484,0.02918654,279.4059472,9293.703537
North,Game3,43553,9418.943519,0.009974388,93.94819918,9324.99532
East,Game7,43553,8795.22047,0.006473405,56.93502274,8738.285447
North,Game5,43552,9022.284772,0.041509791,374.5131566,8647.771615
South,Dyno5,43552,9470.049959,0.017704947,167.6667291,9302.38323
North,Board2,43552,9160.064223,0.054960579,503.4424361,8656.621787
South,Dyno2,43552,9449.280105,0.064652803,610.9224422,8838.357663
North,Board2,43552,8978.724876,0.048623506,436.5770868,8542.147789
South,Game10,43552,9508.970138,0.047168114,448.5201882,9060.44995
North,Game2,43552,9416.627878,0.065643229,618.1378578,8798.49002
North,Game8,43552,9440.614481,0.059825374,564.7882908,8875.82619
West,Game4,43552,9064.552648,0.076808731,696.2367866,8368.315861
South,Board3,43552,9522.42643,0.036286486,345.5353972,9176.891033
North,Dyno2,43552,9707.260038,0.043292477,420.2513334,9287.008705
North,Dyno1,43552,9369.768555,0.000454462,4.258206374,9365.510349
North,Board1,43552,9393.226161,0.00136713,12.84176136,9380.3844
West,Game6,43552,8925.931989,0.049351092,440.5044866,8485.427502
North,Game7,43552,9197.573193,0.063315659,582.3504044,8615.222789
North,Prod T,43552,9311.705112,0.035914721,334.4272876,8977.277824
South,Dyno4,43552,9809.950856,0.078217161,767.306502,9042.644354
West,Board3,43552,9482.185768,0.044973376,426.4459065,9055.739862
North,Board3,43552,9383.588311,0.06933343,650.5963637,8732.991947
North,Board5,43552,9353.063745,0.015646313,146.3409593,9206.722786
South,Game1,43552,9674.917734,0.02204569,213.2902387,9461.627495
West,Board3,43552,9419.70415,0.083674868,788.1924999,8631.51165
North,Game1,43552,9327.658475,0.032355614,301.8021145,9025.85636
North,Board5,43552,9342.54357,0.069338676,647.7995989,8694.743971
West,Board5,43552,9488.279173,0.003388248,32.14864035,9456.130533
North,Game5,43552,9209.94085,0.051400812,473.3984354,8736.542415
North,Board1,43552,9128.32882,0.035191525,321.2398132,8807.089007
North,Game8,43552,9131.315114,0.04434475,404.9258829,8726.389231
North,Dyno5,43552,9229.161449,0.055938387,516.2644077,8712.897041
North,Game5,43552,9310.981417,0.01567208,145.9224423,9165.058975
North,Prod T,43552,9754.295386,0.037714865,367.8819306,9386.413455
North,Game1,43552,9412.763503,0.043782007,412.1096777,9000.653825
North,Game2,43552,9522.931335,0.050328731,479.2770474,9043.654288
North,Game5,43552,9431.909253,0.039188349,369.6209519,9062.288301
West,Game9,43552,9824.38033,0.05565831,546.8084087,9277.571921
North,Game9,43552,9374.989906,0.063946041,599.4934857,8775.49642
North,Game8,43552,9412.801962,0.023270107,219.0369124,9193.76505
South,Board3,43552,9596.45958,0.044146046,423.6457498,9172.81383
West,Dyno2,43552,9310.251773,0.015926458,148.2793292,9161.972444
West,Dyno1,43552,9714.869216,0.037954673,368.7246816,9346.144534
South,Game8,43552,9643.099644,0.061609946,594.1108462,9048.988798
West,Board2,43552,9501.588876,0.005860993,55.68874626,9445.90013
South,Game8,43552,9557.505487,0.068691882,656.5230378,8900.982449
North,Dyno4,43552,9162.548245,0.008249667,75.58797424,9086.960271
North,Game10,43552,9423.054255,0.02082145,196.20165,9226.852605
North,Game6,43552,9650.321643,0.094251158,909.5539898,8740.767653
North,Game9,43552,9626.616916,0.094946278,914.0114434,8712.605473
South,Dyno5,43552,9919.806287,0.097825097,970.4060116,8949.400275
North,Board2,43552,9598.476677,0.090629212,869.9023774,8728.5743
North,Game10,43552,9105.465432,0.08116036,739.0028548,8366.462577
North,Dyno4,43552,9238.07209,0.092004428,849.9435422,8388.128548
West,Board4,43552,9138.733145,0.043404344,396.6607156,8742.072429
West,Dyno2,43552,9204.262469,0.024788552,228.1603393,8976.10213
North,Game1,43552,9326.495348,0.055146352,514.3221934,8812.173155
North,Game2,43552,9144.172042,0.049520214,452.8213578,8691.350684
South,Game1,43552,9493.840055,0.014652333,139.1069105,9354.733145
East,Game5,43552,8687.765284,0.00987579,85.79854146,8601.966743
North,Dyno1,43552,9026.836964,0.059356803,535.8041838,8491.03278
West,Dyno2,43552,9233.356417,0.038085671,351.6585718,8881.697845
North,Board4,43552,9279.873426,0.056206183,521.5862606,8758.287165
East,Prod T,43552,8439.902066,0.041245124,348.104806,8091.79726
North,Game2,43552,9453.982132,0.096413796,911.494306,8542.487826
North,Game7,43552,9501.150447,0.076139992,723.4175193,8777.732928
North,Game7,43552,9556.292666,0.011128126,106.3436327,9449.949033
North,Dyno1,43552,9480.610973,0.064200783,608.6626487,8871.948324
East,Game9,43552,8986.425595,0.033215408,298.4877903,8687.937805
West,Board2,43552,9537.558339,0.014910387,142.2086862,9395.349653
North,Dyno5,43552,9335.093417,0.035178245,328.3922053,9006.701212
West,Board5,43552,9348.422861,0.060697039,567.4215839,8781.001277
West,Game5,43552,9052.488324,0.073871325,668.7193059,8383.769018
East,Dyno2,43552,8803.925701,0.097591095,859.1847509,7944.74095
North,Board3,43552,9157.016679,0.007690392,70.42104802,9086.595631
North,Game9,43552,9282.83966,0.088468442,821.2383608,8461.601299
North,Board3,43552,9396.811361,0.04252878,399.6349269,8997.176434
South,Game3,43552,9962.914071,0.089922009,895.8852526,9067.028818
North,Game5,43552,9393.748427,0.013204587,124.0405677,9269.707859
West,Game6,43552,9014.157758,0.05878894,529.9327833,8484.224975
South,Dyno5,43552,9364.306431,0.026685075,249.8872165,9114.419214
South,Board5,43552,9372.093115,0.048988404,459.1238882,8912.969227
South,Board3,43552,9729.820604,0.050666445,492.9754226,9236.845181
North,Game4,43552,9328.737342,0.069133247,644.925901,8683.811441
North,Game9,43552,9418.638279,0.068590339,646.027588,8772.610691
South,Game6,43552,9569.850143,0.092840071,888.4655705,8681.384572
West,Board4,43552,9548.52992,0.017704581,169.0527249,9379.477195
North,Game7,43552,9530.664653,0.03291984,313.7479592,9216.916694
East,Game3,43552,8637.966499,0.045100871,389.5798163,8248.386683
East,Game3,43552,8763.668978,0.018164867,159.1908834,8604.478095
South,Game9,43552,9558.116443,0.069208493,661.5028367,8896.613606
North,Game9,43552,9495.485724,0.014803964,140.570828,9354.914896
North,Game8,43552,9286.414583,0.057267673,531.8113572,8754.603226
West,Board5,43552,9581.116819,0.049772667,476.8777339,9104.239085
North,Board1,43552,9484.606441,0.031617885,299.8831934,9184.723248
East,Board1,43552,8955.29949,0.018484531,165.5345131,8789.764977
North,Dyno1,43552,9387.134322,0.035219535,330.6105067,9056.523815
South,Game9,43552,9849.334603,0.014471612,142.5357514,9706.798852
North,Dyno5,43552,9148.361631,0.075573899,691.3773565,8456.984274
North,Dyno5,43552,9402.498017,0.004348625,40.88794212,9361.610075
South,Game9,43552,9797.127741,0.036648151,359.0466169,9438.081124
North,Board4,43552,9434.094573,0.086456836,815.6419636,8618.452609
North,Game8,43552,9077.114251,0.019306873,175.2506915,8901.863559
North,Board3,43552,9385.534893,0.02267655,212.8315495,9172.703344
North,Prod T,43552,9267.451878,0.03478548,322.3727653,8945.079113
North,Game5,43552,9442.340389,0.018917046,178.6211873,9263.719202
North,Prod T,43552,9453.276395,0.021283516,201.1989596,9252.077435
North,Prod T,43552,9536.594595,0.037935455,361.7750517,9174.819543
East,Game7,43552,8809.868401,0.007855254,69.20375078,8740.66465
North,Prod T,43552,9642.564941,0.012412297,119.6863761,9522.878565
West,Board5,43552,8869.361218,0.065289196,579.0734604,8290.287758
South,Board3,43552,9313.784588,0.078109193,727.4922025,8586.292385
North,Game7,43552,9238.832059,0.0380944,351.9477615,8886.884298
North,Board3,43552,9780.394807,0.096306501,941.915602,8838.479205
North,Game5,43552,9289.936222,0.093063583,864.5547498,8425.381472
South,Game7,43552,9575.767497,0.017490748,167.487337,9408.28016
South,Game1,43552,9759.45637,0.025614983,249.9883079,9509.468062
South,Board4,43552,9695.967554,0.030613598,296.8284502,9399.139104
North,Dyno5,43552,9321.875748,0.078009181,727.1918912,8594.683857
North,Board1,43552,9321.648568,0.046612787,434.5080218,8887.140546
North,Game10,43552,9558.154715,0.094648084,904.6610267,8653.493688
South,Game7,43552,9415.110312,0.016629052,156.5643572,9258.545955
South,Game5,43552,9348.174816,0.069369213,648.475533,8699.699283
North,Board5,43552,9486.903543,0.025478483,241.711906,9245.191637
South,Dyno4,43552,9635.190592,0.027646785,266.3820437,9368.808548
North,Game9,43552,9213.276384,0.095648924,881.2399723,8332.036412
North,Game7,43552,9356.775333,0.0431327,403.5829832,8953.19235
South,Game4,43552,10025.12433,0.012671683,127.0351996,9898.08913
South,Game7,43552,9364.281897,0.049010692,458.9499377,8905.331959
South,Game2,43552,9579.247606,0.049687191,475.9659012,9103.281705
West,Game1,43552,9403.798556,0.091555707,860.9714243,8542.827132
North,Dyno1,43552,9411.722379,0.030811565,289.9898962,9121.732483
East,Game4,43552,8821.247705,0.084607479,746.3435268,8074.904178
North,Game3,43552,9003.400016,0.042607564,383.6129406,8619.787075
West,Game8,43552,9486.136997,0.093307196,885.1248396,8601.012157
North,Dyno2,43552,9036.031729,0.067841177,613.0150241,8423.016705
East,Dyno2,43552,8804.472623,0.06853619,603.4250109,8201.047612
South,Board5,43552,9638.46183,0.08844769,852.4996882,8785.962142
North,Board3,43552,9263.334605,0.033603743,311.2827111,8952.051894
South,Board2,43552,9471.743386,0.093355567,884.2399733,8587.503413
North,Game3,43552,9271.58051,0.023965138,222.1947043,9049.385806
West,Game10,43552,9481.255505,0.003266392,30.96949497,9450.28601
South,Board4,43552,9399.277451,0.014795656,139.068476,9260.208975
West,Prod T,43552,9281.211314,0.0488104,453.0196358,8828.191678
South,Dyno4,43552,9407.213193,0.096351413,906.3982794,8500.814914
South,Game8,43552,9591.029028,0.075159724,720.8590981,8870.16993
North,Board4,43552,9551.400362,0.0287634,274.7307467,9276.669615
North,Game4,43552,9562.466364,0.025399399,242.8808983,9319.585466
South,Dyno1,43552,9674.315367,0.022944924,221.976434,9452.338933
North,Board5,43552,9351.04563,0.09419385,880.8109912,8470.234639
East,Dyno1,43552,8596.169892,0.039513182,339.6620248,8256.507867
South,Game2,43552,9563.117512,0.063060753,603.0573886,8960.060123
South,Dyno1,43552,9529.906564,0.069260616,660.0472019,8869.859362
South,Board1,43552,9866.499463,0.037140956,366.4512267,9500.048236
North,Game1,43552,9556.76715,0.087199349,833.3438722,8723.423278
North,Dyno5,43552,9464.024049,0.052994687,501.5429925,8962.481056
West,Board1,43552,9553.878799,0.064258296,613.9159679,8939.962831
North,Board4,43552,9299.895876,0.081294997,756.0350073,8543.860869
South,Board1,43552,9523.020352,0.069507586,661.9221583,8861.098194
South,Game6,43552,9384.817927,0.086978066,816.273315,8568.544612
South,Game4,43552,9896.137931,0.041356437,409.2690021,9486.868929
North,Game3,43552,9379.354381,0.072029713,675.5922029,8703.762178
South,Game4,43552,9506.650771,0.029107395,276.7138352,9229.936936
East,Game3,43552,8765.80936,0.053319502,467.3885879,8298.420772
North,Board2,43552,9405.733657,0.043774708,411.7332423,8994.000415
South,Dyno4,43552,9046.339713,0.047423386,429.0080606,8617.331652
East,Dyno5,43552,8689.67466,0.031007709,269.446904,8420.227756
North,Board3,43552,9569.58467,0.011945998,114.318237,9455.266433
West,Game10,43552,9396.291711,0.045645517,428.8985912,8967.39312
East,Game2,43552,8761.014555,0.068964267,604.1969471,8156.817608
North,Dyno1,43552,9415.588265,0.04817939,453.6373037,8961.950961
North,Board2,43552,9843.808868,0.044158755,434.6903428,9409.118525
North,Dyno4,43552,9178.373867,0.070809421,649.9153356,8528.458531
South,Board3,43552,9320.421166,0.00072418,6.749660167,9313.671506
North,Game6,43552,9369.870621,0.0889751,833.6851743,8536.185447
West,Board1,43552,9393.272886,0.048973101,460.0177026,8933.255183
South,Game2,43552,9656.685538,0.039780949,384.1521175,9272.533421
West,Game5,43552,9146.480052,0.076758336,702.0685891,8444.411463
North,Dyno1,43552,9450.628489,0.021511755,203.2996079,9247.328881
South,Prod T,43552,9492.009134,0.059442663,564.2302997,8927.778834
North,Game9,43552,9316.388836,0.06979779,650.2633504,8666.125486
North,Game3,43552,9216.024563,0.064768065,596.9040758,8619.120487
South,Game1,43552,9608.447574,0.021145676,203.1771167,9405.270457
South,Game9,43552,9689.39814,0.056565414,548.0848149,9141.313325
North,Board5,43552,9131.346087,0.015761019,143.9193214,8987.426766
South,Game6,43552,9585.51541,0.09013197,863.9613918,8721.554018
North,Game5,43552,9076.029629,0.021690995,196.8681152,8879.161514
West,Game3,43552,9194.110801,0.025452938,234.0171341,8960.093667
East,Game10,43552,8726.913591,0.058060873,506.6922226,8220.221368
South,Game3,43552,9344.337072,0.017870356,166.9866318,9177.35044
South,Game6,43552,9636.793004,0.01912592,184.3125365,9452.480467
North,Game7,43552,9886.947052,0.035601909,351.9941911,9534.952861
North,Dyno2,43552,9369.712056,0.055574348,520.7156366,8848.996419
North,Game3,43552,9451.668939,0.098476635,930.7685528,8520.900386
West,Board5,43552,9547.647077,0.022904212,218.6813366,9328.96574
North,Board4,43552,9293.569195,0.073165542,679.9690272,8613.600168
West,Board2,43552,9288.772959,0.057229332,531.5902749,8757.182684
East,Game8,43552,8755.490801,0.026270141,230.0079747,8525.482826
North,Game8,43552,9594.59646,0.087034606,835.0619198,8759.53454
South,Game1,43552,9350.247276,0.081570576,762.7050536,8587.542222
North,Game1,43552,9515.232377,0.097298421,925.8170871,8589.41529
West,Game3,43552,9484.120987,0.043877868,416.1430093,9067.977978
West,Game8,43552,9067.150164,0.069604616,631.115503,8436.034661
North,Game1,43552,9764.38807,0.036194246,353.4146593,9410.973411
North,Game9,43552,9239.179626,0.093500607,863.8689045,8375.310721
North,Game7,43552,9607.050606,0.039619228,380.6239239,9226.426682
